Timestamp,CPU Load %,Memory Used MB,Memory Total MB
2025-11-09 06:19:52,0,392,1785
2025-11-09 06:19:56,0.204918,390,1785
2025-11-09 06:20:04,0.0151149,387,1785
2025-11-09 06:20:12,0.0511858,387,1785
2025-11-09 06:24:43,0,374,1785
2025-11-09 06:24:52,0.16942,376,1785
